name,company,year,Price,kms_driven,fuel_type
Skoda Kodiaq EX,Skoda,2025,"1,237,597","16,219 kms",CNG
MG Astor VXi,MG,2024,"1,119,766","10,234 kms",Petrol
Maruti Celerio ZX Plus,Maruti,2023,"658,563","60,200 kms",Diesel
Kia Sonet ZX Plus,Kia,2026,"2,145,587","1,476 kms",CNG
Honda Amaze EX,Honda,2020,"1,059,385","28,072 kms",Diesel
Tata Tiago SX,Tata,2023,"358,010","37,013 kms",Diesel
MG Hector S,MG,2025,"1,171,967","12,766 kms",Petrol
Skoda Kushaq ZX Plus,Skoda,2021,"989,378","6,215 kms",Diesel
Maruti Dzire Top,Maruti,2024,"1,084,887","20,853 kms",Petrol
Kia Carens Top,Kia,2020,"935,448","38,132 kms",Diesel
Tata Punch SX(O),Tata,2019,"1,069,416","28,276 kms",Petrol
Honda Amaze LXi,Honda,2019,"759,517","78,364 kms",Diesel
Mahindra XUV400 ZXi,Mahindra,2025,"1,302,942",964 kms,Petrol
MG Comet EV SX,MG,2023,"1,225,948","9,364 kms",Petrol
Skoda Superb SX,Skoda,2026,"861,436",845 kms,Diesel
Skoda Superb EX,Skoda,2024,"877,441","15,051 kms",Diesel
Tata Nexon LXi,Tata,2025,"2,303,401","16,163 kms",Diesel
Tata Tiago VXi,Tata,2020,"576,007","39,044 kms",Petrol
Toyota Urban Cruiser SX,Toyota,2019,"1,033,178","76,488 kms",Diesel
Nissan Magnite LXi,Nissan,2019,"999,238","34,029 kms",CNG
Renault Kwid LXi,Renault,2023,"710,037","40,134 kms",Diesel
Honda Elevate ZXi,Honda,2020,"852,535","54,651 kms",Diesel
MG Comet EV SX(O),MG,2021,"1,173,504","21,912 kms",Diesel
MG Comet EV S,MG,2022,"1,364,922","66,626 kms",Petrol
Kia Carnival LXi,Kia,2021,"1,305,988","55,226 kms",Petrol
MG ZS EV SX,MG,2026,"1,521,553","2,194 kms",Petrol
Nissan Kicks SX,Nissan,2025,"1,168,126","1,907 kms",Petrol
Tata Harrier Top,Tata,2019,"4,010,073","29,961 kms",Diesel
Maruti Baleno LXi,Maruti,2019,"885,156","38,499 kms",Diesel
Toyota Fortuner ZXi,Toyota,2021,"4,220,084","44,924 kms",Diesel
Skoda Superb Top,Skoda,2024,"1,093,215","9,678 kms",Petrol
Skoda Slavia ZXi,Skoda,2023,"2,023,067","24,595 kms",CNG
Honda Elevate ZX Plus,Honda,2024,"1,204,804","27,569 kms",Petrol
Volkswagen Taigun LXi,Volkswagen,2019,"1,267,433","34,250 kms",Diesel
Mahindra XUV400 SX,Mahindra,2020,"742,544","54,465 kms",Petrol
Mahindra XUV700 SX,Mahindra,2019,"2,944,283","24,249 kms",Petrol
Maruti Grand Vitara EX,Maruti,2026,"1,066,394",868 kms,Petrol
Hyundai Exter SX,Hyundai,2020,"464,516","38,970 kms",Diesel
Renault Kiger SX,Renault,2024,"994,892","16,467 kms",Petrol
Maruti Dzire SX(O),Maruti,2019,"1,211,074","6,226 kms",Petrol
Maruti Fronx VXi,Maruti,2025,"1,422,491",851 kms,Petrol
Volkswagen Tiguan S,Volkswagen,2023,"1,234,110","24,279 kms",Petrol
MG Hector EX,MG,2019,"918,198","84,107 kms",Petrol
Maruti Dzire ZX Plus,Maruti,2025,"1,121,976","7,329 kms",Petrol
Toyota Innova Crysta EX,Toyota,2019,"825,063","31,591 kms",Petrol
Skoda Kushaq ZX Plus,Skoda,2021,"662,320","16,271 kms",Diesel
Nissan Magnite LXi,Nissan,2025,"844,062","11,876 kms",Electric
Tata Safari LXi,Tata,2023,"5,825,119","5,226 kms",Petrol
Kia Seltos ZX Plus,Kia,2021,"1,283,152","44,767 kms",Diesel
Skoda Kushaq ZXi,Skoda,2025,"1,392,597","5,268 kms",Petrol
Nissan Kicks ZXi,Nissan,2022,"1,033,763","36,865 kms",Diesel
Skoda Kodiaq LXi,Skoda,2026,"1,084,986","1,981 kms",CNG
Volkswagen Virtus LXi,Volkswagen,2024,"1,807,161","6,552 kms",Petrol
Maruti Fronx VXi,Maruti,2024,"763,157","8,976 kms",Electric
Skoda Kodiaq ZXi,Skoda,2026,"964,986","1,572 kms",Diesel
Mahindra Thar SX,Mahindra,2024,"1,097,558","15,839 kms",Diesel
Volkswagen Tiguan EX,Volkswagen,2022,"1,174,207","50,348 kms",Petrol
Volkswagen Taigun S,Volkswagen,2021,"826,293","32,984 kms",Diesel
Kia EV6 ZXi,Kia,2021,"740,130","38,507 kms",Petrol
Skoda Kodiaq S,Skoda,2023,"1,222,091","26,504 kms",Diesel
Kia Carens VXi,Kia,2020,"1,313,660","34,533 kms",Diesel
Renault Kiger VXi,Renault,2026,"965,959",784 kms,Electric
Mahindra Thar S,Mahindra,2026,"1,186,214",658 kms,CNG
Maruti S-Cross ZX Plus,Maruti,2025,"1,510,725","11,033 kms",CNG
Renault Kwid EX,Renault,2023,"437,410","10,626 kms",Petrol
Nissan Magnite Top,Nissan,2026,"1,033,431","1,302 kms",Diesel
Volkswagen Taigun VXi,Volkswagen,2026,"1,448,963","3,776 kms",Electric
Tata Safari SX,Tata,2020,"4,226,456","81,255 kms",Diesel
Kia EV6 S,Kia,2023,"804,656","41,915 kms",Diesel
Kia Sonet SX,Kia,2021,"2,442,918","9,090 kms",Diesel
Maruti WagonR EX,Maruti,2023,"853,799","1,202 kms",Petrol
Mahindra Scorpio N ZX Plus,Mahindra,2020,"689,960","16,877 kms",CNG
Maruti Grand Vitara S,Maruti,2019,"736,120","76,322 kms",Diesel
Nissan Kicks ZX Plus,Nissan,2022,"771,354","19,116 kms",Diesel
Volkswagen Tiguan SX(O),Volkswagen,2024,"726,642","13,160 kms",Diesel
MG Astor EX,MG,2024,"838,695","20,686 kms",Electric
Kia Sonet VXi,Kia,2022,"1,509,841","17,274 kms",Diesel
Tata Altroz ZXi,Tata,2024,"934,971","21,969 kms",Diesel
MG ZS EV SX,MG,2023,"1,018,928","35,965 kms",Diesel
Kia Sonet VXi,Kia,2025,"1,776,534","4,316 kms",Diesel
Tata Tigor Top,Tata,2025,"1,147,012",804 kms,Petrol
Honda City ZXi,Honda,2022,"1,856,197","55,632 kms",Diesel
Volkswagen Taigun SX(O),Volkswagen,2026,"851,561","4,454 kms",Electric
Hyundai Alcazar ZXi,Hyundai,2025,"1,292,088","16,823 kms",Electric
MG Hector Top,MG,2023,"1,114,813","2,173 kms",Diesel
Toyota Urban Cruiser ZX Plus,Toyota,2023,"1,335,517","34,632 kms",Diesel
Kia Sonet Top,Kia,2021,"1,690,716","61,122 kms",Petrol
Honda CR-V VXi,Honda,2022,"958,138","27,099 kms",Diesel
Maruti Baleno S,Maruti,2021,"924,875","48,261 kms",Diesel
Nissan Kicks ZX Plus,Nissan,2026,"1,307,829","3,171 kms",Diesel
Maruti Alto VXi,Maruti,2022,"462,567","42,635 kms",Petrol
Volkswagen Virtus SX,Volkswagen,2026,"2,100,169","4,587 kms",Petrol
Maruti Baleno S,Maruti,2019,"1,042,214","10,523 kms",Diesel
Volkswagen Taigun LXi,Volkswagen,2023,"1,188,633","5,967 kms",Diesel
Tata Altroz LXi,Tata,2026,"820,707","2,906 kms",Diesel
Nissan Magnite S,Nissan,2026,"1,355,487",131 kms,Electric
Maruti Brezza ZXi,Maruti,2026,"1,073,301","1,367 kms",Petrol
Renault Kiger LXi,Renault,2023,"903,292","2,637 kms",Petrol
Kia Sonet ZXi,Kia,2024,"3,189,613","20,983 kms",Electric
Toyota Hyryder S,Toyota,2025,"828,053","11,911 kms",Electric
Kia Carnival Top,Kia,2021,"1,143,581","63,023 kms",Diesel
Volkswagen Taigun EX,Volkswagen,2019,"1,062,694","29,412 kms",Petrol
Renault Kwid ZX Plus,Renault,2026,"394,750","2,342 kms",Diesel
Toyota Hyryder SX(O),Toyota,2019,"1,006,116","132,651 kms",Diesel
Tata Curvv Top,Tata,2022,"1,006,900","11,437 kms",Petrol
Volkswagen Tiguan EX,Volkswagen,2025,"762,823","14,519 kms",Petrol
Nissan Magnite ZX Plus,Nissan,2025,"1,044,541","22,962 kms",Diesel
Toyota Fortuner SX(O),Toyota,2020,"3,312,059","123,582 kms",Petrol
Honda Amaze ZXi,Honda,2024,"1,075,881","27,706 kms",Diesel
Nissan Magnite SX,Nissan,2019,"986,268","65,477 kms",Diesel
MG Hector SX,MG,2025,"1,608,370","2,781 kms",Diesel
Hyundai Venue SX(O),Hyundai,2025,"1,549,227","7,209 kms",CNG
Volkswagen Tiguan Top,Volkswagen,2022,"1,123,049","72,410 kms",Petrol
Kia Seltos VXi,Kia,2021,"2,783,298","35,769 kms",Diesel
Kia Sonet SX(O),Kia,2023,"2,919,009","14,100 kms",Diesel
Volkswagen Tiguan VXi,Volkswagen,2023,"846,973","42,225 kms",Petrol
Volkswagen Virtus VXi,Volkswagen,2023,"1,848,782","17,912 kms",Petrol
Nissan Kicks EX,Nissan,2022,"740,774","46,467 kms",Diesel
Skoda Kushaq EX,Skoda,2022,"871,674","59,491 kms",Petrol
Maruti WagonR SX,Maruti,2025,"1,163,050","5,607 kms",Diesel
Renault Kwid ZX Plus,Renault,2022,"504,244","30,898 kms",Petrol
MG ZS EV SX(O),MG,2021,"959,885","11,308 kms",Petrol
Tata Nexon ZXi,Tata,2025,"2,793,055","6,130 kms",CNG
Skoda Superb VXi,Skoda,2020,"795,612","22,825 kms",Diesel
Nissan Kicks VXi,Nissan,2024,"849,110","28,526 kms",Electric
MG Astor EX,MG,2022,"1,498,387","35,274 kms",Petrol
Tata Tigor LXi,Tata,2022,"792,799","2,984 kms",Electric
MG Astor ZX Plus,MG,2021,"580,764","51,012 kms",Diesel
Renault Triber EX,Renault,2021,"1,041,573","43,645 kms",Petrol
Nissan Kicks ZX Plus,Nissan,2022,"1,361,467","3,429 kms",Petrol
Kia Sonet VXi,Kia,2023,"2,034,771","21,200 kms",Petrol
Kia EV6 Top,Kia,2026,"1,187,200","2,009 kms",Petrol
Toyota Glanza Top,Toyota,2019,"990,343","56,798 kms",Diesel
Volkswagen Tiguan EX,Volkswagen,2019,"997,899","54,983 kms",Diesel
Nissan Magnite VXi,Nissan,2021,"1,145,903","54,108 kms",Diesel
Honda Amaze ZXi,Honda,2025,"894,988","14,090 kms",Petrol
Hyundai Exter EX,Hyundai,2022,"663,110","42,698 kms",Diesel
Honda Amaze EX,Honda,2021,"855,796","88,302 kms",Petrol
MG Comet EV ZXi,MG,2021,"1,289,843","74,585 kms",Petrol
Skoda Kodiaq SX(O),Skoda,2022,"1,227,440","42,474 kms",Petrol
Renault Kwid LXi,Renault,2020,"673,296","17,025 kms",Petrol
Volkswagen Taigun ZXi,Volkswagen,2019,"570,523","32,416 kms",Petrol
Honda CR-V ZX Plus,Honda,2020,"1,251,286","40,746 kms",Petrol
Toyota Hyryder ZXi,Toyota,2021,"867,515","114,826 kms",Diesel
Tata Nexon SX,Tata,2024,"1,683,910","16,937 kms",Electric
Renault Kwid EX,Renault,2020,"792,953","43,734 kms",Diesel
Toyota Hyryder EX,Toyota,2024,"1,028,331","25,676 kms",Petrol
Kia Carnival EX,Kia,2020,"879,409","138,109 kms",Diesel
Skoda Slavia ZXi,Skoda,2022,"1,717,038","3,272 kms",Diesel
Kia Seltos ZXi,Kia,2020,"2,417,481","124,467 kms",Petrol
Toyota Glanza EX,Toyota,2023,"1,093,088","27,815 kms",Petrol
Mahindra Bolero Top,Mahindra,2025,"710,482","4,767 kms",Petrol
Renault Kwid ZX Plus,Renault,2025,"684,494","1,639 kms",Diesel
Honda Amaze Top,Honda,2020,"1,303,720","58,582 kms",Petrol
Hyundai Creta VXi,Hyundai,2025,"2,978,404","2,256 kms",Diesel
Kia Carnival SX(O),Kia,2023,"815,442","60,365 kms",Petrol
Honda Elevate ZXi,Honda,2023,"1,132,649","39,269 kms",Diesel
Honda Amaze S,Honda,2019,"705,210","25,646 kms",Petrol
Tata Tiago SX(O),Tata,2020,"811,672","77,538 kms",Petrol
Maruti Swift EX,Maruti,2020,"1,283,373","38,629 kms",CNG
Hyundai Venue LXi,Hyundai,2022,"2,039,864","44,469 kms",Diesel
Mahindra Thar ZXi,Mahindra,2023,"1,025,572","7,440 kms",Petrol
Renault Triber EX,Renault,2026,"1,154,906",312 kms,Petrol
Renault Triber ZX Plus,Renault,2020,"919,274","129,025 kms",Petrol
Honda Elevate EX,Honda,2023,"777,553","3,308 kms",Petrol
Kia EV6 ZXi,Kia,2019,"633,012","116,165 kms",CNG
Kia EV6 EX,Kia,2021,"771,169","38,973 kms",Petrol
Nissan Magnite SX(O),Nissan,2024,"895,203","12,107 kms",Electric
Renault Triber S,Renault,2020,"1,117,786","53,672 kms",Petrol
Honda Elevate ZX Plus,Honda,2025,"910,755","6,604 kms",Diesel
Toyota Hyryder SX(O),Toyota,2022,"1,282,555","22,318 kms",Diesel
Mahindra Thar LXi,Mahindra,2023,"744,649","26,932 kms",Petrol
MG Hector ZX Plus,MG,2022,"870,013","8,016 kms",Petrol
Volkswagen Taigun ZX Plus,Volkswagen,2020,"605,520","33,803 kms",Diesel
Mahindra XUV400 ZX Plus,Mahindra,2020,"1,113,731","52,772 kms",Petrol
Skoda Kushaq SX,Skoda,2020,"1,371,099","22,042 kms",Diesel
Maruti Dzire VXi,Maruti,2025,"1,560,961","6,538 kms",Petrol
Nissan Magnite Top,Nissan,2022,"1,100,852","21,133 kms",Diesel
Hyundai Tucson SX,Hyundai,2022,"805,544","52,901 kms",Petrol
Renault Kwid Top,Renault,2019,"582,515","61,611 kms",Petrol
Mahindra Scorpio N S,Mahindra,2019,"678,891","7,276 kms",Petrol
Tata Tigor LXi,Tata,2023,"797,593","20,159 kms",Diesel
Hyundai i20 ZX Plus,Hyundai,2020,"805,068","11,706 kms",Diesel
Toyota Hyryder VXi,Toyota,2023,"822,646","10,159 kms",Petrol
Mahindra Scorpio N SX(O),Mahindra,2025,"1,649,033","7,172 kms",Diesel
Skoda Kushaq LXi,Skoda,2025,"1,481,416","5,545 kms",Petrol
Nissan Kicks VXi,Nissan,2024,"1,591,920","21,093 kms",Petrol
Mahindra Bolero S,Mahindra,2022,"1,041,474","12,614 kms",CNG
Toyota Hyryder EX,Toyota,2020,"733,361","51,290 kms",Diesel
Renault Triber LXi,Renault,2026,"829,043","3,621 kms",Diesel
Hyundai Grand i10 Nios LXi,Hyundai,2025,"1,080,275","9,529 kms",Diesel
Tata Tigor ZX Plus,Tata,2025,"1,215,546","15,050 kms",CNG
Maruti Brezza SX(O),Maruti,2020,"743,898","65,007 kms",Diesel
Renault Triber ZXi,Renault,2019,"867,553","63,254 kms",Petrol
Honda CR-V VXi,Honda,2022,"1,033,466","78,615 kms",Petrol
Tata Harrier VXi,Tata,2026,"6,318,494","2,144 kms",Petrol
Mahindra XUV400 ZX Plus,Mahindra,2019,"1,083,763","160,164 kms",Petrol
Mahindra XUV700 ZXi,Mahindra,2022,"5,618,915","56,167 kms",Diesel
MG Astor LXi,MG,2025,"1,438,011","3,141 kms",Electric
Skoda Superb ZXi,Skoda,2026,"933,425",650 kms,Diesel
Hyundai Creta Top,Hyundai,2023,"1,885,371","22,936 kms",Diesel
MG Astor EX,MG,2024,"1,040,458",977 kms,Petrol
Skoda Slavia EX,Skoda,2022,"1,408,097","45,563 kms",Petrol
Hyundai Alcazar LXi,Hyundai,2025,"1,364,593","14,878 kms",CNG
Skoda Kodiaq Top,Skoda,2024,"1,045,019","16,584 kms",Petrol
Mahindra XUV700 LXi,Mahindra,2025,"6,654,343","3,880 kms",Petrol
Maruti Brezza Top,Maruti,2026,"914,841","2,290 kms",Petrol
Maruti XL6 SX,Maruti,2022,"1,250,082","44,147 kms",Diesel
Tata Tiago S,Tata,2022,"414,294","47,451 kms",Diesel
Kia Seltos SX(O),Kia,2023,"2,460,425","5,372 kms",Petrol
Kia Sonet Top,Kia,2026,"2,884,901",996 kms,CNG
Renault Kiger ZXi,Renault,2024,"1,286,579","3,159 kms",Diesel
Tata Harrier ZX Plus,Tata,2021,"2,818,920","45,713 kms",Petrol
Skoda Kodiaq Top,Skoda,2024,"847,531","6,762 kms",Petrol
Toyota Hyryder SX,Toyota,2025,"720,068","11,577 kms",Petrol
Tata Tigor ZXi,Tata,2019,"832,716","74,723 kms",Diesel
Maruti Baleno LXi,Maruti,2024,"1,009,860","24,374 kms",CNG
Volkswagen Tiguan SX,Volkswagen,2026,"880,424","2,840 kms",CNG
Volkswagen Tiguan Top,Volkswagen,2026,"1,269,613","3,514 kms",Petrol
Mahindra Thar ZXi,Mahindra,2026,"1,077,647",245 kms,Electric
Hyundai i20 S,Hyundai,2019,"553,062","115,485 kms",Diesel
Kia Carens LXi,Kia,2020,"748,882","8,854 kms",CNG
Kia Sonet VXi,Kia,2023,"2,346,263","23,814 kms",Petrol
Nissan Kicks LXi,Nissan,2025,"1,377,917","16,590 kms",Diesel
Skoda Kushaq LXi,Skoda,2019,"636,716","47,538 kms",Petrol
Maruti Ertiga ZX Plus,Maruti,2021,"766,519",394 kms,Diesel
Maruti Jimny VXi,Maruti,2019,"843,740","62,755 kms",Petrol
Maruti S-Cross Top,Maruti,2025,"1,441,305",748 kms,Petrol
Kia EV6 ZX Plus,Kia,2025,"1,645,640","23,302 kms",Electric
MG Comet EV SX(O),MG,2025,"997,155","1,024 kms",CNG
Skoda Kushaq ZXi,Skoda,2022,"1,092,770","31,588 kms",Diesel
Nissan Kicks S,Nissan,2023,"980,341","17,398 kms",Diesel
Volkswagen Virtus LXi,Volkswagen,2019,"1,831,235","104,481 kms",Petrol
Nissan Magnite ZX Plus,Nissan,2022,"764,028","42,998 kms",Petrol
Mahindra Thar LXi,Mahindra,2020,"1,130,600","96,179 kms",Petrol
Nissan Magnite S,Nissan,2019,"879,832","4,561 kms",Petrol
Volkswagen Tiguan ZXi,Volkswagen,2025,"1,096,720","15,614 kms",Electric
Skoda Slavia ZXi,Skoda,2021,"1,720,647","28,412 kms",Diesel
Volkswagen Virtus ZX Plus,Volkswagen,2024,"1,741,959","1,595 kms",Petrol
Mahindra Thar LXi,Mahindra,2019,"750,065","66,561 kms",Diesel
Renault Kwid SX,Renault,2023,"426,943","30,277 kms",Petrol
Nissan Magnite Top,Nissan,2026,"948,218",425 kms,Diesel
Renault Triber ZX Plus,Renault,2021,"662,725","21,461 kms",Diesel
Kia Seltos Top,Kia,2023,"2,315,267","5,291 kms",Diesel
Skoda Superb SX(O),Skoda,2024,"988,187","1,272 kms",Petrol
Skoda Slavia ZXi,Skoda,2019,"1,630,287","20,514 kms",CNG
Renault Kiger SX,Renault,2026,"1,048,393",254 kms,Petrol
Honda Elevate SX(O),Honda,2019,"1,063,285","46,042 kms",Diesel
Hyundai Exter S,Hyundai,2023,"770,689","54,025 kms",Petrol
Mahindra Bolero S,Mahindra,2021,"678,855","73,789 kms",Electric
Kia Carnival ZXi,Kia,2021,"1,107,715","5,197 kms",CNG
Nissan Magnite Top,Nissan,2020,"751,494","13,788 kms",Diesel
Nissan Magnite ZX Plus,Nissan,2021,"1,257,231","29,121 kms",Petrol
Maruti Swift S,Maruti,2022,"812,118","4,018 kms",Petrol
Toyota Hyryder LXi,Toyota,2024,"1,038,992","1,365 kms",Diesel
Tata Safari LXi,Tata,2026,"3,548,933","2,167 kms",Electric
MG Hector EX,MG,2021,"676,384","44,904 kms",Diesel
Honda CR-V SX,Honda,2021,"1,100,811","8,524 kms",CNG
Tata Punch Top,Tata,2021,"883,244","57,574 kms",Diesel
MG ZS EV VXi,MG,2022,"1,077,475","60,576 kms",Petrol
Tata Safari VXi,Tata,2025,"6,286,152","22,010 kms",Petrol
Tata Tiago ZX Plus,Tata,2022,"349,035","18,777 kms",CNG
Tata Nexon ZXi,Tata,2025,"2,827,890","4,732 kms",Diesel
Maruti Alto EX,Maruti,2020,"685,768","65,077 kms",Petrol
Mahindra Scorpio N ZXi,Mahindra,2026,"1,108,632",761 kms,Diesel
Skoda Kodiaq S,Skoda,2025,"1,153,381","1,262 kms",Petrol
Honda Elevate SX,Honda,2023,"734,174","59,637 kms",Petrol
Skoda Superb SX,Skoda,2019,"859,198","23,755 kms",Petrol
Tata Safari ZX Plus,Tata,2020,"3,667,964","38,128 kms",CNG
Honda CR-V SX(O),Honda,2021,"881,095","38,012 kms",Diesel
Honda City Top,Honda,2026,"1,929,020","4,751 kms",Diesel
MG Hector VXi,MG,2023,"1,258,213","27,929 kms",Petrol
Tata Punch SX,Tata,2022,"1,387,089","59,887 kms",Diesel
Maruti Fronx LXi,Maruti,2021,"816,678","50,588 kms",Diesel
Honda CR-V LXi,Honda,2020,"788,810","27,649 kms",Petrol
Volkswagen Taigun LXi,Volkswagen,2023,"924,620","17,488 kms",Diesel
Honda Elevate SX(O),Honda,2026,"1,286,876","3,242 kms",Petrol
MG ZS EV EX,MG,2023,"1,331,764","22,248 kms",Petrol
Volkswagen Virtus S,Volkswagen,2023,"1,483,191","18,925 kms",Petrol
Hyundai Creta ZX Plus,Hyundai,2026,"2,252,623",597 kms,Petrol
Hyundai Alcazar ZX Plus,Hyundai,2021,"1,365,088","47,711 kms",Diesel
Toyota Fortuner SX,Toyota,2021,"4,514,570","5,381 kms",CNG
Maruti Alto ZXi,Maruti,2025,"484,024","6,325 kms",Petrol
Skoda Superb LXi,Skoda,2026,"918,183","1,603 kms",CNG
Kia Seltos EX,Kia,2024,"2,345,079","19,371 kms",Electric
Honda Amaze EX,Honda,2026,"1,135,266","2,880 kms",Electric
Mahindra Bolero VXi,Mahindra,2023,"1,211,435","35,354 kms",Diesel
Renault Kiger LXi,Renault,2020,"1,368,317","51,292 kms",CNG
Volkswagen Tiguan SX,Volkswagen,2025,"1,298,022","6,732 kms",Petrol
Maruti Brezza ZX Plus,Maruti,2019,"605,232","105,732 kms",Diesel
Tata Tiago Top,Tata,2021,"783,461","91,013 kms",Petrol
Toyota Fortuner S,Toyota,2022,"5,420,347","19,853 kms",CNG
Renault Kiger LXi,Renault,2026,"1,009,712",915 kms,Petrol
Renault Kwid S,Renault,2019,"413,807","3,565 kms",Petrol
Volkswagen Tiguan LXi,Volkswagen,2022,"947,128","23,375 kms",Diesel
Skoda Kodiaq Top,Skoda,2024,"1,461,850","34,988 kms",Petrol
Hyundai Tucson ZXi,Hyundai,2019,"1,109,655","82,716 kms",CNG
Maruti Fronx ZXi,Maruti,2025,"1,467,273","15,171 kms",Petrol
Nissan Magnite VXi,Nissan,2021,"835,431","10,889 kms",Petrol
Volkswagen Virtus VXi,Volkswagen,2024,"2,337,101","19,215 kms",Petrol
Nissan Magnite VXi,Nissan,2021,"1,373,836","47,729 kms",Petrol
Renault Triber VXi,Renault,2021,"941,512","32,138 kms",Petrol
Kia Seltos VXi,Kia,2019,"2,091,160","72,469 kms",Diesel
Volkswagen Taigun VXi,Volkswagen,2022,"765,079","21,579 kms",Diesel
Maruti Jimny SX,Maruti,2019,"656,474","7,058 kms",Petrol
Tata Altroz SX(O),Tata,2023,"1,150,143","34,337 kms",Diesel
Toyota Hyryder SX(O),Toyota,2023,"878,721","43,453 kms",CNG
Kia EV6 Top,Kia,2021,"846,980","18,147 kms",Diesel
Volkswagen Tiguan LXi,Volkswagen,2023,"872,834","16,759 kms",Petrol
Renault Triber S,Renault,2026,"1,059,574","2,808 kms",Diesel
Volkswagen Tiguan ZXi,Volkswagen,2026,"1,518,944",897 kms,Petrol
Skoda Kodiaq SX,Skoda,2019,"1,068,487","68,129 kms",Petrol
Skoda Slavia EX,Skoda,2020,"1,572,034","4,990 kms",Diesel
Mahindra Bolero SX,Mahindra,2023,"1,436,574","58,569 kms",Electric
Nissan Kicks VXi,Nissan,2020,"867,568","23,299 kms",Diesel
Mahindra XUV700 LXi,Mahindra,2021,"2,607,940","31,739 kms",Diesel
Honda CR-V Top,Honda,2021,"938,126","65,526 kms",Diesel
Renault Kwid SX(O),Renault,2025,"787,821","2,276 kms",Petrol
Toyota Glanza ZXi,Toyota,2024,"1,311,630","17,269 kms",Electric
Toyota Urban Cruiser ZX Plus,Toyota,2023,"1,281,074","36,742 kms",Petrol
Tata Nexon EX,Tata,2020,"1,682,029","1,625 kms",Petrol
Toyota Fortuner SX,Toyota,2026,"3,617,216","3,623 kms",CNG
Nissan Kicks SX,Nissan,2023,"1,398,788","16,204 kms",Petrol
Hyundai Creta ZX Plus,Hyundai,2022,"1,473,602","31,614 kms",Diesel
MG Comet EV EX,MG,2019,"1,140,441","43,198 kms",Diesel
Hyundai i20 LXi,Hyundai,2024,"710,172",333 kms,Diesel
Skoda Kodiaq SX(O),Skoda,2026,"1,365,984","2,576 kms",Petrol
Toyota Innova Crysta Top,Toyota,2019,"696,966","17,130 kms",Diesel
Renault Kwid S,Renault,2024,"467,000","2,202 kms",Electric
MG Hector LXi,MG,2020,"805,406","25,424 kms",Diesel
MG Hector SX,MG,2021,"963,338","34,734 kms",Diesel
Volkswagen Taigun ZXi,Volkswagen,2020,"679,566","29,536 kms",Diesel
Skoda Superb LXi,Skoda,2024,"1,423,246","4,904 kms",Petrol
Renault Kwid Top,Renault,2019,"436,413","72,417 kms",CNG
Hyundai Alcazar VXi,Hyundai,2020,"1,018,099","4,307 kms",Diesel
Mahindra Bolero S,Mahindra,2026,"812,825",530 kms,Electric
Skoda Kushaq LXi,Skoda,2025,"1,380,032","4,192 kms",Petrol
MG Astor ZXi,MG,2021,"722,678","27,032 kms",Diesel
Tata Tiago ZXi,Tata,2023,"466,094","22,493 kms",Petrol
Mahindra Scorpio Classic Top,Mahindra,2023,"1,084,821","55,213 kms",Diesel
Toyota Hyryder LXi,Toyota,2020,"717,263","11,930 kms",Petrol
Toyota Hyryder EX,Toyota,2024,"706,034","2,009 kms",CNG
Maruti WagonR VXi,Maruti,2020,"939,315","73,225 kms",Diesel
Hyundai Alcazar VXi,Hyundai,2021,"704,056","7,948 kms",CNG
Honda City SX,Honda,2020,"1,300,781","56,027 kms",Petrol
MG Astor SX,MG,2019,"1,274,099","133,847 kms",Petrol
Renault Kwid ZXi,Renault,2019,"354,005","47,902 kms",Petrol
Nissan Magnite ZXi,Nissan,2023,"1,072,850","32,353 kms",Diesel
Volkswagen Virtus ZXi,Volkswagen,2019,"1,256,470","135,442 kms",Diesel
Toyota Hyryder EX,Toyota,2025,"1,137,546","15,345 kms",Petrol
Renault Kwid S,Renault,2021,"390,682","15,580 kms",Diesel
Nissan Kicks LXi,Nissan,2021,"722,241","33,153 kms",Petrol
Volkswagen Virtus SX(O),Volkswagen,2022,"1,813,099","14,346 kms",Petrol
Nissan Magnite SX,Nissan,2026,"1,538,124","4,024 kms",Electric
Hyundai Verna SX,Hyundai,2025,"2,105,615","11,738 kms",Petrol
Skoda Slavia VXi,Skoda,2026,"1,525,376","2,133 kms",Diesel
Skoda Superb S,Skoda,2022,"1,330,607","63,438 kms",Diesel
Toyota Hyryder EX,Toyota,2024,"797,412","17,880 kms",Petrol
Skoda Slavia EX,Skoda,2023,"2,209,477","18,868 kms",Petrol
Toyota Innova Crysta LXi,Toyota,2021,"1,087,408","31,010 kms",Petrol
Hyundai Venue Top,Hyundai,2022,"1,572,520","39,423 kms",Petrol
Mahindra Thar LXi,Mahindra,2019,"1,047,942","59,830 kms",Petrol
Toyota Urban Cruiser Top,Toyota,2025,"1,010,002","4,296 kms",Petrol
Tata Nexon ZX Plus,Tata,2019,"2,088,250","28,167 kms",Diesel
MG Comet EV EX,MG,2024,"966,499","18,373 kms",Diesel
Honda Elevate SX(O),Honda,2023,"794,442","37,349 kms",Diesel
Nissan Kicks Top,Nissan,2020,"1,064,054","14,872 kms",Petrol
Renault Kwid S,Renault,2022,"335,325","57,635 kms",Diesel
Maruti Fronx ZX Plus,Maruti,2019,"996,219","62,408 kms",Petrol
Toyota Hyryder LXi,Toyota,2019,"655,072","42,162 kms",Petrol
